Name,URL,Image_URL,Indirect:,Episode count:,Born:,Last appears,Cellmate(s):,Eye color,Sex,Original Identity,Occupation,Death reason:,Shows,Cellmate(s),First appears:,Prison,Age,Sex:,First Appearance,Alias(es):,Family,Cause of death,Season(s):,Portrayed by,Affiliations,Last Appearance,Last appears:,Species:,Kills:,First appears,Death,Sentence,Status,Affiliations:,Prison:,Actor,Created by:,Portrayed by:,Status:,Hair color,Other names,Crime(s),Died:
Unidentified Sona Inmate (VI),https://prisonbreak.fandom.com/wiki/Unidentified_Sona_Inmate_(VI),https://static.wikia.nocookie.net/prisonbreak/images/3/39/Normal_caps_307_018.jpg/revision/latest/scale-to-width-down/268?cb=20101108211026,,3,,,,,,,,,,,Photo Finish,,,Male,,,,,3,,,,Vamonos,,,,,,,,Sona,,,( unknown actor ),Unknown,,,,
Unidentified Sona guard,https://prisonbreak.fandom.com/wiki/Unidentified_Sona_guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Technician,https://prisonbreak.fandom.com/wiki/Unidentified_Technician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown civilian,https://prisonbreak.fandom.com/wiki/Unknown_civilian,,,,,Versus,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Versus,,,Alive,,,,,,,,,,
Unnamed Anti-Company worker,https://prisonbreak.fandom.com/wiki/Unnamed_Anti-Company_worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Anti-Company worker (I),https://prisonbreak.fandom.com/wiki/Unnamed_Anti-Company_worker_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Company operative,https://prisonbreak.fandom.com/wiki/Unnamed_Company_operative,https://static.wikia.nocookie.net/prisonbreak/images/d/d2/BishopKill.jpg/revision/latest/scale-to-width-down/268?cb=20101101165528,,,,Pilot,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Pilot,,,Alive,,,,,,,,,"Killing McMorrow , working for the Company",
Unnamed Company worker,https://prisonbreak.fandom.com/wiki/Unnamed_Company_worker,https://static.wikia.nocookie.net/prisonbreak/images/b/b1/PrisonBreakSeason3_bild6.jpg/revision/latest?cb=20110227100634,,,,The Art of the Deal,,,,,,,,,,,,,,,,,,,,,,,,Hell Or High Water,,,Alive,,,,,,,,,Working with the Company,
Unnamed Company worker (I),https://prisonbreak.fandom.com/wiki/Unnamed_Company_worker_(I),https://static.wikia.nocookie.net/prisonbreak/images/6/6f/Vlcsnap-80625.jpg/revision/latest/scale-to-width-down/268?cb=20110220095036,,2,,,,,,,,Shot by Paul Kellerman,,,Manhunt,,,Male,,,,,2,,,,John Doe,,,,,,,,,,,( unknown actor ),Deceased,,,,"2005 , Montana"
Unnamed Company worker (II),https://prisonbreak.fandom.com/wiki/Unnamed_Company_worker_(II),https://static.wikia.nocookie.net/prisonbreak/images/5/52/Normal_ep214_145.jpg/revision/latest/scale-to-width-down/268?cb=20100730124802,,1,,,,,,,,Shot by Paul Kellerman,,,John Doe,,,Male,,,,,2,,,,John Doe,,,,,,,,,,,Kenny Alfonso,Deceased,,,,"2005 , Montana"
Unnamed Company worker (III),https://prisonbreak.fandom.com/wiki/Unnamed_Company_worker_(III),https://static.wikia.nocookie.net/prisonbreak/images/e/ee/Normal_222-397.jpg/revision/latest/scale-to-width-down/268?cb=20100730132015,,1,,,,,,,,Shot by Alexander Mahone,,,Sona,,,Male,,,,,2,,,,Sona,,,,,,,,,,,( unknown actor ),Deceased,,,,"2005 , Panama"
Unnamed Correction Officer,https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer,https://static.wikia.nocookie.net/prisonbreak/images/a/a2/143729750.jpg/revision/latest/scale-to-width-down/268?cb=20110214144701,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Unnamed Correction Officer (6) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_(6)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Correction Officer (I),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Correction Officer (I) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_(I)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Correction Officer (II) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_(II)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Correction Officer (III) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_(III)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Correction Officer (IV) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_(IV)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Correction Officer (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Correction Officer (V) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_(V)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Correction Officer I (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Correction_Officer_I_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Corrections Officer,https://prisonbreak.fandom.com/wiki/Unnamed_Corrections_Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Female Correction Officer,https://prisonbreak.fandom.com/wiki/Unnamed_Female_Correction_Officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Correction Officer (I),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Correction_Officer_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Correction Officer (II),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Correction_Officer_(II),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Inmate (5),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Inmate_(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Inmate (6),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Inmate_(6),https://static.wikia.nocookie.net/prisonbreak/images/7/7b/Normal_118_213.jpg/revision/latest/scale-to-width-down/268?cb=20110513220544,,15,,,,,,,,,,,Allen,,,Male,,,,,1,,,,Go,,,,,,,Trumpets' gang,,,Paul Scheuring,( Unknown actor ),Alive,,,,
Unnamed Fox River Inmate (GATE),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Inmate_(GATE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Inmate (I'm gonna die in here),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Inmate_(I%27m_gonna_die_in_here),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Inmate (I) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Inmate_(I)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Inmate (II) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Inmate_(II)_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Inmate (Killing your Number),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Inmate_(Killing_your_Number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River Inmate (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_Inmate_(The_Conspiracy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Fox River inmate (III) (The Conspiracy),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_inmate_(III)_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/8/84/143766218.jpg/revision/latest/scale-to-width-down/268?cb=20101101182745,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,Fox River,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Deceased,,,,,,,,,,
Unnamed Fox River worker (I),https://prisonbreak.fandom.com/wiki/Unnamed_Fox_River_worker_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed GATE worker,https://prisonbreak.fandom.com/wiki/Unnamed_GATE_worker,https://static.wikia.nocookie.net/prisonbreak/images/f/fd/The_Legend_7.PNG/revision/latest/scale-to-width-down/268?cb=20110430213810,,,,,,,,,,,,,The Legend,,,Male,,,,,4,,,,The Legend,,,,,,,GATE,,,Karyn Usher,Matt Olmstead,Alive,,,,
Unnamed GATE worker (III),https://prisonbreak.fandom.com/wiki/Unnamed_GATE_worker_(III),https://static.wikia.nocookie.net/prisonbreak/images/d/d2/The_Legend_6.PNG/revision/latest/scale-to-width-down/268?cb=20110430213654,,,,,,,,,,,,,The Legend,,,Male,,,,,4,,,,The Legend,,,,,,,GATE,,,Karyn Usher,Graham Roland,Alive,,,,
Unnamed GATE worker (IV),https://prisonbreak.fandom.com/wiki/Unnamed_GATE_worker_(IV),https://static.wikia.nocookie.net/prisonbreak/images/6/60/The_Legend_5.PNG/revision/latest/scale-to-width-down/268?cb=20110430213357,,,,,,,,,,,,,The Legend,,,Male,,,,,4,,,,The Legend,,,,,,,GATE,,,Karyn Usher,Zack Estrin,Alive,,,,
Unnamed Malko brother (I),https://prisonbreak.fandom.com/wiki/Unnamed_Malko_brother_(I),https://static.wikia.nocookie.net/prisonbreak/images/0/0d/Malkobrother1.jpg/revision/latest/scale-to-width-down/267?cb=20120319203049,,1,,,,,,,,Shot by Ray Zancanelli,,,Double Down,,,Male,,,,,2,,,,Double Down,,,,,,,,,,,Stelio Savante,Deceased,,,,2011 or 2012
Unnamed Malko brother (II),https://prisonbreak.fandom.com/wiki/Unnamed_Malko_brother_(II),,,1,,,,,,,,,,,Double Down,,,Male,,,,,2,,,,Double Down,,,,,,,,,,,Yan Dron,Alive,,,,
Unnamed Police Officer (Season 2),https://prisonbreak.fandom.com/wiki/Unnamed_Police_Officer_(Season_2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona Guard,https://prisonbreak.fandom.com/wiki/Unnamed_Sona_Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona Inmate,https://prisonbreak.fandom.com/wiki/Unnamed_Sona_Inmate,https://static.wikia.nocookie.net/prisonbreak/images/8/82/ImagesCA502BDN.jpg/revision/latest?cb=20101110172658,,,,,,,,,,,,,,Sona,,,,,,,,( unknown actor ),,,,,,,,,,,,,,,,,,,
Unnamed Sona Inmate (1),https://prisonbreak.fandom.com/wiki/Unnamed_Sona_Inmate_(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona Inmate (II),https://prisonbreak.fandom.com/wiki/Unnamed_Sona_Inmate_(II),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona Inmate (III),https://prisonbreak.fandom.com/wiki/Unnamed_Sona_Inmate_(III),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona Inmate (IV),https://prisonbreak.fandom.com/wiki/Unnamed_Sona_Inmate_(IV),https://static.wikia.nocookie.net/prisonbreak/images/b/b1/Prison_Break_S03E01103.jpg/revision/latest/scale-to-width-down/268?cb=20101210133915,,1,,,,,,,,,,,Orientación,,,Male,,,,,3,,,,Orientación,,,,,,,,Sona,,,Alan T. Coleman,Unknown,,,,
Unnamed Sona Inmate (V),https://prisonbreak.fandom.com/wiki/Unnamed_Sona_Inmate_(V),https://static.wikia.nocookie.net/prisonbreak/images/2/22/Normal_222-714.jpg/revision/latest/scale-to-width-down/268?cb=20101211145548,,1,,,,,,,,Drug overdose by Juan Nieves,,,Sona,,,Male,,,,,2,,,,Sona,,,,,,,,,,,( unknown actor ),Deceased [ 1 ],,,,2005
Unnamed Sona Soldier,https://prisonbreak.fandom.com/wiki/Unnamed_Sona_Soldier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona inmate,https://prisonbreak.fandom.com/wiki/Unnamed_Sona_inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona inmate (13),https://prisonbreak.fandom.com/wiki/Unnamed_Sona_inmate_(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona inmates,https://prisonbreak.fandom.com/wiki/Unnamed_Sona_inmates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona warden,https://prisonbreak.fandom.com/wiki/Unnamed_Sona_warden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Sona worker,https://prisonbreak.fandom.com/wiki/Unnamed_Sona_worker,https://static.wikia.nocookie.net/prisonbreak/images/4/4f/Pb-312-9.jpg/revision/latest/scale-to-width-down/268?cb=20101110155354,,1,,,,,,,,,,,Hell Or High Water,,,Male,,,,,3,,,,Hell Or High Water,,,,,,,,,,Nick Santora,( unknown actor ),Unknown,,,,
Unnamed character (I),https://prisonbreak.fandom.com/wiki/Unnamed_character_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed criminial,https://prisonbreak.fandom.com/wiki/Unnamed_criminial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed customer,https://prisonbreak.fandom.com/wiki/Unnamed_customer,https://static.wikia.nocookie.net/prisonbreak/images/f/f8/The_Final_Break_6.PNG/revision/latest/scale-to-width-down/267?cb=20110530191159,,1,,,,,,,,Explosion by Christian Beaumont,,,"Like Father, Like Son",,,Male,,,,,1,,,,"Like Father, Like Son",,,,,,,,,,,( unknown actor ),Deceased,,,,
Unnamed man (I),https://prisonbreak.fandom.com/wiki/Unnamed_man_(I),https://static.wikia.nocookie.net/prisonbreak/images/4/4e/Pb-3x13-14.jpg/revision/latest/scale-to-width-down/268?cb=20101119060336,,,,The Art of the Deal,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,The Art of the Deal,,,Alive,,,,,,,,,,
Unnamed prostitue,https://prisonbreak.fandom.com/wiki/Unnamed_prostitue,https://static.wikia.nocookie.net/prisonbreak/images/4/43/Normal_220_731.jpg/revision/latest/scale-to-width-down/268?cb=20110715203640,,1,Panama [ 1 ],,,,,,,,,,Panama,,,Female,,,,,2,,,,Panama,,,,,,,,,,,( unknown actor ),Alive,,,,
Unnamed sniper,https://prisonbreak.fandom.com/wiki/Unnamed_sniper,https://static.wikia.nocookie.net/prisonbreak/images/8/8e/07wz7.jpg/revision/latest/scale-to-width-down/268?cb=20110728163802,,1,,,,,,,,,,,,,,Male,,,,,1,,,,,,1,,,,,,,,Nick Santora,James Alfred,Alive,,,,
Unnamed sniper (Pobeg),https://prisonbreak.fandom.com/wiki/Unnamed_sniper_(Pobeg),https://static.wikia.nocookie.net/prisonbreak/images/0/0f/I4cc5b7b3c695e.png/revision/latest/scale-to-width-down/268?cb=20111026113815,,1,,,,,,,,,,,,,,Male,,,,,1,,,,,,5 [ 1 ],,,,,,,,,( unknown actor ),Alive,,,,
Unnamed woman (I),https://prisonbreak.fandom.com/wiki/Unnamed_woman_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed woman (II),https://prisonbreak.fandom.com/wiki/Unnamed_woman_(II),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vagrant (I),https://prisonbreak.fandom.com/wiki/Vagrant_(I),https://static.wikia.nocookie.net/prisonbreak/images/3/3f/Normal_ep203_039.jpg/revision/latest/scale-to-width-down/268?cb=20100803180120,,,,Scan,,,,,,,,,,,,,,,,,,Wayne Dehart,,,,,,Scan,,,Alive,,,,,,,,,,
Vagrant (II),https://prisonbreak.fandom.com/wiki/Vagrant_(II),https://static.wikia.nocookie.net/prisonbreak/images/3/3e/Normal_ep218_101.jpg/revision/latest/scale-to-width-down/268?cb=20100803181941,,,,Wash,,,,,,,,,,,,,,,,,,Wayne Dehart,,,,,,Wash,,,Alive,,,,,,,,,,
Van Gogh,https://prisonbreak.fandom.com/wiki/Van_Gogh,https://static.wikia.nocookie.net/prisonbreak/images/8/85/VanGogh.PNG/revision/latest/scale-to-width-down/268?cb=20170531115915,,8,,,,,,,,Shot by A&W,,,Ogygia,,,Male,,,,,5,,,,Behind The Eyes,,,,,,,,,,,Steve Mouzakis,Deceased,,,,2017
Vanessa,https://prisonbreak.fandom.com/wiki/Vanessa,https://static.wikia.nocookie.net/prisonbreak/images/c/c4/BreakoutKings109-1485.jpg/revision/latest/scale-to-width-down/268?cb=20110507100405,,3,,,,,,,,,,,Pilot,,,Female,,,,,1,,,,Where in the World is Carmen Vega,,,,,,,,,,,( unknown actor ) [ 1 ] Tattiawna Jones,Alive,,,,
Vanomo,https://prisonbreak.fandom.com/wiki/Vanomo,https://static.wikia.nocookie.net/prisonbreak/images/d/df/Vanomo.jpg/revision/latest/scale-to-width-down/268?cb=20070927105306,,1,,,,,,,,,,,Fire/Water,,,Male,,,,,3,,,,Fire/Water,,,,,,,,,,,( unknown actor ),Alive,,,,
Vera Madrid,https://prisonbreak.fandom.com/wiki/Vera_Madrid,https://static.wikia.nocookie.net/prisonbreak/images/9/99/Vera.JPG/revision/latest/scale-to-width-down/268?cb=20070927085202,,,,3x2,,,,,,,,,,,,,,,,,,Patty Silva,,,,,,3x2,,,Alive,,,,,,,,,,
Veronica Donovan,https://prisonbreak.fandom.com/wiki/Veronica_Donovan,https://static.wikia.nocookie.net/prisonbreak/images/e/e9/Veronicaseason1.jpg/revision/latest/scale-to-width-down/268?cb=20110711132936,,,,""" Manhunt """,,Green,Female,,Lawyer,,,,,,Unknown,,,,Sebastian Balfour (ex-fiancé) Lincoln Burrows (ex-boyfriend),Shot in the head and chest by Agent Blondie,,Robin Tunney,Michael Scofield Nick Savrinn L.J. Burrows,,,,,""" Pilot """,""" Manhunt """,,Deceased,,,,,,,Black,Vi Francette Kelly,,
Vincent Sandinsky,https://prisonbreak.fandom.com/wiki/Vincent_Sandinsky,https://static.wikia.nocookie.net/prisonbreak/images/7/7c/Bscap0063.jpg/revision/latest/scale-to-width-down/268?cb=20090501132647,,,,,,,,,,Shot by Theodore Bagwell,,,VS.,,,Male,,,,,4,,,,Son of A Bitch,,,,,,,The Company (formerly) Christina Scofield's gang,,,,Ivar Brogger,Deceased,,,,2005
Vincent Sandinsky's bodyguard (I),https://prisonbreak.fandom.com/wiki/Vincent_Sandinsky%27s_bodyguard_(I),https://static.wikia.nocookie.net/prisonbreak/images/0/04/Vs_6.PNG/revision/latest/scale-to-width-down/268?cb=20110515224410,,,,VS,,,,,,,,,,,,,,,,,,Dominic Pace,,,,,,VS,,,Deceased,,,,,,,,,Working for the Company and Christina,
Vincent Sandinsky's bodyguard (III),https://prisonbreak.fandom.com/wiki/Vincent_Sandinsky%27s_bodyguard_(III),https://static.wikia.nocookie.net/prisonbreak/images/a/ab/Vs_7.PNG/revision/latest/scale-to-width-down/268?cb=20110528173409,,,,VS,,,,,,,,,,,,,,,,,,Tanner Gill,,,,,,VS,,,Deceased,,,,,,,,,Working for the Company and Christina,
W. Komeda,https://prisonbreak.fandom.com/wiki/W._Komeda,https://static.wikia.nocookie.net/prisonbreak/images/8/8c/FemaleOrMale.jpg/revision/latest?cb=20110324160211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
Wade Irving,https://prisonbreak.fandom.com/wiki/Wade_Irving,https://static.wikia.nocookie.net/prisonbreak/images/5/58/Normal_402-145.jpg/revision/latest/scale-to-width-down/268?cb=20100408180338,,2,10 March 1980 [ 1 ],,,,,,,,,,Scylla,,,Male,,,,,4,,,,Breaking and Entering,,,,,,,,,,,Chris Nelson Norris,Alive,,,,
Wanda O'Connell,https://prisonbreak.fandom.com/wiki/Wanda_O%27Connell,https://static.wikia.nocookie.net/prisonbreak/images/a/a3/BreakoutKings-107-0009.jpg/revision/latest/scale-to-width-down/268?cb=20110718170854,,1,,,,,,,,Throat slit by Marlon O'Connell,,,Fun with Chemistry,,,Female,,,,,1,,,,Fun with Chemistry,,,,,,,,,,,Deborah Grover,Deceased,,,,2010 or 2011
Wayne Garrett,https://prisonbreak.fandom.com/wiki/Wayne_Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Merrick,https://prisonbreak.fandom.com/wiki/Wayne_Merrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Murray,https://prisonbreak.fandom.com/wiki/Wayne_Murray,https://static.wikia.nocookie.net/prisonbreak/images/b/bd/Chicago_1.JPG/revision/latest?cb=20111125211616,,,,,,,,,,Beaten to death by Charles Patoshik,,,The Message,,,Male,,,,,2,,,,The Message,,,,,,,,,,,Paul Wright,Deceased,,,,2005
Weapons Dealer,https://prisonbreak.fandom.com/wiki/Weapons_Dealer,https://static.wikia.nocookie.net/prisonbreak/images/0/0f/Wash_2.JPG/revision/latest/scale-to-width-down/268?cb=20111125213901,,,,Wash,,,,,,,,,,,,,,,,,,Karl Anderson,,,,,,Wash,,,Deceased,,,,,,,,,Selling and supplying unregistered weapons without a license,
Wes Herman,https://prisonbreak.fandom.com/wiki/Wes_Herman,https://static.wikia.nocookie.net/prisonbreak/images/5/5b/Tumblr_lisbm0fRmO1qckz1vo1_500.jpg/revision/latest/scale-to-width-down/268?cb=20110423145027,,,,Out of the Mouth of Babes,,,,,,,,,,,,,,,,,,Joel Stoffer,,,,,,Out of the Mouth of Babes,,,Alive,,,,,,,,,,
Whip,https://prisonbreak.fandom.com/wiki/Whip,https://static.wikia.nocookie.net/prisonbreak/images/7/71/Whip.png/revision/latest/scale-to-width-down/268?cb=20250203030334,,8,3rd May 1992,,Sid † Ja Michael Scofield,,,,,Shot in the chest by A&W,,,Kaniel Outis,,,Male,,Whip,,,5,,,,Behind the Eyes,,1,,,,,,Ogygia Prison,,,Augustus Prew,Deceased,,,,2017
Wholesale,https://prisonbreak.fandom.com/wiki/Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wholesale's friend,https://prisonbreak.fandom.com/wiki/Wholesale%27s_friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Clayton,https://prisonbreak.fandom.com/wiki/Will_Clayton,https://static.wikia.nocookie.net/prisonbreak/images/2/2c/Normal_105-040.jpg/revision/latest/scale-to-width-down/268?cb=20100429223349,,,1976,,,,,,,Blunt force trauma to the face and torso,,,"English, Fitz or Percy",,,Male,,,,,"1 , 4",,,,Going Under,,,,,,,,,,Zack Estrin,Steve Jacobson,Deceased,,,,15 July 1998
William Cammalleri,https://prisonbreak.fandom.com/wiki/William_Cammalleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Kim,https://prisonbreak.fandom.com/wiki/William_Kim,https://static.wikia.nocookie.net/prisonbreak/images/d/d7/Vlcsnap-903448.jpg/revision/latest/scale-to-width-down/268?cb=20100731081352,,16,Unknown,,,,,,,Shot to death by Sara Tancredi,,,Map 1213,,,Male,,Bill Kim,,,2,,,,Sona,,,,,,,,,,,Reggie Lee,Deceased,,,,2005
William Kim (Pobeg),https://prisonbreak.fandom.com/wiki/William_Kim_(Pobeg),https://static.wikia.nocookie.net/prisonbreak/images/5/5f/WilliamKim.jpg/revision/latest/scale-to-width-down/268?cb=20111025101905,,,,,,,,,,,,,,,,Male,,,,,2,,,,,,,,,,,,,,,( unknown actor ),Alive,,,,
William Prall,https://prisonbreak.fandom.com/wiki/William_Prall,https://static.wikia.nocookie.net/prisonbreak/images/b/b5/Gfym%2C%2Cfxnfnnnnnnnnnnnn.jpg/revision/latest?cb=20090607132332,,,,By the Skin and the Teeth,,,,,,,,,,,,,,,,,,Joshua Gibbons,,,,,,By the Skin and the Teeth,,,Alive,,,,,,,,,,
Williams,https://prisonbreak.fandom.com/wiki/Williams,https://static.wikia.nocookie.net/prisonbreak/images/1/1a/Williams.jpg/revision/latest/scale-to-width-down/268?cb=20111202143709,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (English),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Wilson,https://prisonbreak.fandom.com/wiki/Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson Wright,https://prisonbreak.fandom.com/wiki/Wilson_Wright,https://static.wikia.nocookie.net/prisonbreak/images/7/76/389996.jpg/revision/latest/scale-to-width-down/268?cb=20100420220918,,,,Killing Your Number,,,,,,,,,,,,,,,,,,Reno Wilson,,,,,,Rate of Exchange,,,Alive,,,,,,,,,,
Woody,https://prisonbreak.fandom.com/wiki/Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woody's father,https://prisonbreak.fandom.com/wiki/Woody%27s_father,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wright,https://prisonbreak.fandom.com/wiki/Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyatt (Sona),https://prisonbreak.fandom.com/wiki/Wyatt_(Sona),https://static.wikia.nocookie.net/prisonbreak/images/4/43/Wyatt.jpg/revision/latest/scale-to-width-down/268?cb=20070926142422,,,,,,,,,,Drowned by Lechero and his men,,,Fire/Water,,,Male,,,,,3,,,,Fire/Water,,,,,,,,Sona,,,Ravil Isyanov,Deceased,,,,"2005 , Sona"
Young,https://prisonbreak.fandom.com/wiki/Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Pushkarev,https://prisonbreak.fandom.com/wiki/Zach_Pushkarev,https://static.wikia.nocookie.net/prisonbreak/images/2/24/Normal_ep201_066.jpg/revision/latest/scale-to-width-down/268?cb=20110501202328,,,,,,,,,,,,,Manhunt,,,Male,,,,,2,,,,Manhunt,,,,,,,,,,,Charles Baker,Alive,,,,
Zach Stoltz,https://prisonbreak.fandom.com/wiki/Zach_Stoltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack Estrin (There are Rules),https://prisonbreak.fandom.com/wiki/Zack_Estrin_(There_are_Rules),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack Hollander,https://prisonbreak.fandom.com/wiki/Zack_Hollander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
