Name,URL,Image_URL,Enemies,Seen in Series,Family,Ethnicity,Status,Location,Chapter Count,Type,Age,State,Hair Color,Leader(s),Episode Count,Romances,Eye Color,Aliases,Gender,Occupation,Real-world Counterpart/Filming Location,Pets,Actor,Issue/Episode,Merged With,Other Actors,Allies
Shawn Greene (TV Series),https://walkingdead.fandom.com/wiki/Shawn_Greene_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/c/ca/Season_two_shawn_greene.png/revision/latest/scale-to-width-down/267?cb=20130727230849,,,Annette Greene † - Mother Hershel Greene † - Stepfather Beth Greene † - Half Sister Maggie Rhee - Stepsister Arnold Greene † - Stepcousin Hershel Rhee - Stepnephew Glenn Rhee † - Stepbrother-In-Law,Caucasian-American,Dead,,,,Early 20s,,Brown,,2,,Brown,,Male,Pre-Apocalypse Assumed High School or College Student Farmhand on the Greene Family Farm,,,Travis Charpentier,,,,
Shelly Neudermeyer (TV Series),https://walkingdead.fandom.com/wiki/Shelly_Neudermeyer_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/2/20/Season_six_shelly_neudermeyer.png/revision/latest/scale-to-width-down/268?cb=20200102171855,,,(Unnamed) - Spouse,Caucasian-American,Dead,,,,Mid 40s,,Auburn,,2,,,Shel (by Carol ),Female,Unknown,,,Susie Spear Purcell,,,,
Sherry (TV Universe),https://walkingdead.fandom.com/wiki/Sherry_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/d/de/Season_eight_sherry.png/revision/latest/scale-to-width-down/268?cb=20230605231039,,,Tina † - Sister Dwight - Husband Finch † - Son (Unnamed) † - Grandfather-in-law,Caucasian-American,Alive,,,,"Late 20s to Early 30s ("" Always Accountable "") Late 30s to Early 40s ("" Blue Jay "")",,Brown,,4 ( The Walking Dead ) 26 ( Fear ),"Negan Smith - Ex-""Husband""",,Honey (by Dwight ) Starling (in PADRE ),Female,Pre-Apocalypse Babysitter Post-Apocalypse Former Worker for the Saviors Former Leader of The Outcasts Former Co-Leader of the North Texas Alliance Former Nursery Worker for PADRE Co-Leader of MADRE and the Sanctuary,,,Christine Evangelista,,,,
Shira (TV Series),https://walkingdead.fandom.com/wiki/Shira_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/7/7f/Season_eleven_shira.png/revision/latest/scale-to-width-down/268?cb=20221010165615,,,Unknown,Asian/Caucasian-American,Unknown,,,,Late 20s,,Dark Brown,,7,Eugene Porter - Ex-Boyfriend,,Stephanie Vega (fake identity),Female,Pre-Apocalypse Student Post-Apocalypse Government Agent for the Commonwealth,,,Chelle Ramos,,,,
Shiva (TV Series),https://walkingdead.fandom.com/wiki/Shiva_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/e/ed/Season_eight_shiva.png/revision/latest?cb=20220918230120,,,Ezekiel Sutton - Owner,Bengal Tiger,Dead,,,,Unknown,,Orange and white with black stripes,,10,,Yellow/Amber,,Female,Pre-Apocalypse Zoo Exhibit,,,None (Computer Generated/Prop) Randy Carnival (Motion Capture) Scott Hunter (Motion Capture),,,,
Shumpert (TV Series),https://walkingdead.fandom.com/wiki/Shumpert_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/8f/Season_three_shumpert.png/revision/latest/scale-to-width-down/268?cb=20240702023949,,,Unknown,African-American,Dead,,,,Mid to Late 30s,,Black,,11,,Brown,Bowman,Male,Post-Apocalypse Former Guard for Woodbury Former Soldier for the Woodbury Army,,,Travis Love,,,,
Siddiq (TV Series),https://walkingdead.fandom.com/wiki/Siddiq_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/11/Season_ten_siddiq.png/revision/latest/scale-to-width-down/268?cb=20200811014444,,,(Unnamed) † - Mother (Unnamed) † - Father (Unnamed) - Aunt Socorro Espinosa - Daughter,Arab-American,Dead,,,,"Late 20s to Early 30s ("" Mercy "") Mid to Late 30s ("" Who Are You Now? "")",,Dark Brown (Graying),,28,Rosita Espinosa † - Ex-Lover,,Dr. Baby Daddy (by Negan ),Male,Pre-Apocalypse Resident Doctor Post-Apocalypse Former Medic for the Militia Doctor for the Alexandria Safe Zone Member of the Alexandria Council,,,Avi Nash,,,,
Simon (TV Universe),https://walkingdead.fandom.com/wiki/Simon_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/6/65/Season_eight_simon.png/revision/latest/scale-to-width-down/268?cb=20180312190602,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 40s,,"Black (Graying, Balding)",,15 ( The Walking Dead ) 1 ( Dead City ),,Brown,,Male,Pre-Apocalypse Mortgage Broker [ 1 ] Post-Apocalypse Former Head of the Satellite Outpost Former Second-in-Command and De-Facto Leader of the Saviors,,,Steven Ogg,,,,
Snyder (TV Series),https://walkingdead.fandom.com/wiki/Snyder_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/f/f8/Season_three_snyder.png/revision/latest/scale-to-width-down/268?cb=20250222183112,,,Unknown,African-American,Dead,,,,Early 30s,,Black,,,,,,Male,Pre-Apocalypse Soldier for the U.S. Military,,,Dwayne Boyd,,,,
Socorro Espinosa (TV Series),https://walkingdead.fandom.com/wiki/Socorro_Espinosa_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/c/c2/Season_eleven_socorro_espinosa.png/revision/latest/scale-to-width-down/268?cb=20221124050648,,,Rosita Espinosa † - Mother Siddiq † - Father Gabriel Stokes - Adoptive Father Mrs. Espinosa † - Maternal Grandmother (Unnamed) - Maternal Uncle (Unnamed) - Cousin,Mexican/Arab-American,Alive,,,,"3 months ("" Lines We Cross "") 11 months ("" A New Deal "") 2 ("" Rest in Peace "")",,Brown,,12,,,Coco,Female,,,,Eleni and Elijah Carrillo [ 1 ] ( S10 ) Unknown ( S11 ),,,"Liza Hoo ("" Rest in Peace "")",
Sophia Peletier (TV Series),https://walkingdead.fandom.com/wiki/Sophia_Peletier_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/c/c9/SophiaTVface.jpg/revision/latest?cb=20120818215733,,,Carol Peletier - Mother Ed Peletier † - Father,French-American,Dead,,,,12,,Strawberry Blonde,,9 ( The Walking Dead ) 4 ( Daryl Dixon ),,Brown,,Female,Pre-Apocalypse Middle School Student (Assumed),,,Madison Lintz,,,"Sandra Brunelle [ 1 ] ("" La Gentillesse Des Étrangers "") Romane Vialle ("" Au Revoir Les Enfants "")",
Sorensen (TV Series),https://walkingdead.fandom.com/wiki/Sorensen_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/5/51/Soldier2_%28Promises_Broken%29.png/revision/latest/scale-to-width-down/268?cb=20211012165354,,,Unknown,Caucasian-American,Dead,,,,Early to Mid 50s,,Brown (Graying),,7,,,,Male,Post-Apocalypse Soldier for the Commonwealth Army,,,John Prozny,,,,
Spencer Monroe (TV Series),https://walkingdead.fandom.com/wiki/Spencer_Monroe_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/e/ef/Season_seven_spencer_monroe.png/revision/latest/scale-to-width-down/268?cb=20210909155426,,,Deanna Monroe † - Mother Reg Monroe † - Father Aiden Monroe † - Brother,Caucasian-American,Dead,,,,Early to Mid 30s,,Brown,,16,Rosita Espinosa † - Lover,,,Male,Post-Apocalypse Former Lookout for the Alexandria Safe Zone,,,Austin Nichols,,,,
St. Sarah's Church (TV Series),https://walkingdead.fandom.com/wiki/St._Sarah%27s_Church_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/8b/Stsarah.jpg/revision/latest/scale-to-width-down/268?cb=20141020210849,,,,,Abandoned,,,Church,,Georgia,,,,,,,,,,,,,,,
Stacy (TV Series),https://walkingdead.fandom.com/wiki/Stacy_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/4/4f/Extra2_%28Forget%29.png/revision/latest?cb=20200407142755,,,Unknown,Caucasian-American,Dead,,,,Late 30s to Early 40s,,Brown,,6,,,,Female,Unknown,,,Stacy Payne,,,,
Stephanie (TV Series),https://walkingdead.fandom.com/wiki/Stephanie_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/1e/Extra4_%28Knots_Untie%29.png/revision/latest/scale-to-width-down/268?cb=20160321200112,,,Unknown,Caucasian-American,Dead,,,,Early 20s,,Brown,,2,,,,Female,Unknown,,,Stephanie Rae,,,,
Steven Edwards (TV Series),https://walkingdead.fandom.com/wiki/Steven_Edwards_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/d/d9/Season_five_steven_edwards.png/revision/latest/scale-to-width-down/268?cb=20210525132338,,,Unknown,Caucasian-American,Dead,,,,Early 40s,,Light Brown,,3,,,,Male,Pre-Apocalypse Internal Medicine Doctor Post-Apocalypse Internal Medicine Doctor for the Grady Memorial Hospital,,,Erik Jensen,,,,
Sturgess (TV Series),https://walkingdead.fandom.com/wiki/Sturgess_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/02/Season_six_sturgess.png/revision/latest?cb=20210310024243,,,Unknown,Caucasian-American,Dead,,,,Early to Mid 20s,,Brown,,2,,,,Male,Post-Apocalypse Gardener for the Alexandria Safe Zone,,,Jonathan Kleitman,,,,
Summer (TV Series),https://walkingdead.fandom.com/wiki/Summer_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/06/Season_one_summer.png/revision/latest/scale-to-width-down/268?cb=20230423191953,,,Unknown,Caucasian-American,Dead,,,,10-Jul,,Blonde,,,,,,Female,Pre-Apocalypse Elementary School Student (Assumed),,,Addy Miller,,,,
Tabitha (TV Series),https://walkingdead.fandom.com/wiki/Tabitha_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/9/9e/Tabitha.png/revision/latest?cb=20170411205345,,,Eastman † - Owner,Capra aegagrus hircus,Dead,,,,Unknown,,Beige,,,,,,Female,,,,Ruby Eli,,,,
Tamiel (TV Series),https://walkingdead.fandom.com/wiki/Tamiel_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/82/Season_eight_tamiel.png/revision/latest/scale-to-width-down/268?cb=20210328195446,,,Unknown,Caucasian-American,Dead,,,,Mid to Late 40s,,Dirty Blonde,,9,,,,Female,Post-Apocalypse Lieutenant of the Scavengers,,,Sabrina Gennarino,,,,
Tammy Rose Sutton (TV Series),https://walkingdead.fandom.com/wiki/Tammy_Rose_Sutton_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/3/37/Season_nine_tammy_rose_sutton_%282%29.png/revision/latest/scale-to-width-down/268?cb=20190304195610,,,Earl Sutton † - Husband Kenneth Sutton † - Son Adam Sutton - Adopted Son,Caucasian-American,Dead,,,,"Late 50s to Early 60s ("" A New Beginning "") Mid to Late 60s ("" Adaptation "")",,Blonde (Graying),,6,,,,Female,Post-Apocalypse Head Gardener for the Hilltop Colony,,,Brett Butler,,,,
Tanaka (TV Series),https://walkingdead.fandom.com/wiki/Tanaka_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/d/de/Season_five_officer_tanaka.png/revision/latest/scale-to-width-down/268?cb=20250711232541,,,Unknown,Japanese-American,Dead,,,,Early 30s,,Black,,3,,,,Male,Pre-Apocalypse Police Officer,,,Jarod Thompson,,,,
Tanya (TV Series),https://walkingdead.fandom.com/wiki/Tanya_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/f/ff/Season_nine_tanya.png/revision/latest/scale-to-width-down/268?cb=20220221223505,,,Unknown,Caucasian-American,Unknown,,,,Late 20s,,Dark Brown,,6,"Negan Smith - Ex-""Husband""",,,Female,Pre-Apocalypse Chef Post-Apocalypse Former Gardener for the Sanctuary,,,Chloé Aktas,,,,
Tara Chambler (TV Series),https://walkingdead.fandom.com/wiki/Tara_Chambler_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/6/63/Season_nine_tara_chambler_%282%29.png/revision/latest/scale-to-width-down/268?cb=20190318154153,,,David Chambler † - Father Lilly Chambler † - Sister Meghan Chambler † - Niece (Unnamed) - Ex-Brother-In-Law,Caucasian-American,Dead,,,,"Mid to Late 20s ("" Live Bait "") Early to Mid 30s ("" Stradivarius "")",,Dark Brown,,57,Sam - Ex-Girlfriend Alisha † - Late Girlfriend Denise Cloyd † - Late Girlfriend,,,Female,Pre-Apocalypse Police Academy Student Post-Apocalypse Former Soldier for the Governor's Militia and the Militia Former Supply Runner for the Alexandria Safe Zone Former De-Facto Leader of the Hilltop Colony Former Co-Leader of the Coalition,,,Alanna Masterson,,,,
Teresa (TV Series),https://walkingdead.fandom.com/wiki/Teresa_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/a/a1/Season_eleven_teresa.png/revision/latest/scale-to-width-down/268?cb=20211013215117,,,Unknown,Caucasian-American,Dead,,,,Mid to Late Teens,,Brown,,,,,,Female,Pre-Apocalypse Student,,,Unknown,,,,
Terminus (TV Series),https://walkingdead.fandom.com/wiki/Terminus_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/0/09/Terminus_3.png/revision/latest/scale-to-width-down/268?cb=20190713005330,,,,,"Abandoned, Overrun by the undead, and partially destroyed",,,Pre-Apocalypse Terminal Train Station Post-Apocalypse Settlement Slaughterhouse,,Georgia,,,,,,,,,,,,,,,
Terry (TV Series),https://walkingdead.fandom.com/wiki/Terry_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/d/db/Season_four_terry.png/revision/latest/scale-to-width-down/268?cb=20140210130554,,,Unknown,African-American,Dead,,,,Early 30s,,Black,,8,,Brown,,Male,Unknown,,,Brandon Fobbs,,,Theshay West (Zombified),
The Claimers,https://walkingdead.fandom.com/wiki/The_Claimers,https://static.wikia.nocookie.net/walkingdead/images/7/7b/Daryl_and_Joe%27s_group.png/revision/latest/scale-to-width-down/268?cb=20241111013331,Rick's Group,,,,Inactive,Georgia,,Bandits/Marauders/Hunter-Gatherers,,,,Joe,,,,,,,,,,,,,None
The Commonwealth (TV Universe),https://walkingdead.fandom.com/wiki/The_Commonwealth_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/c/c4/Commonwealth_Flag.jpg/revision/latest/scale-to-width-down/268?cb=20240408014659,,,,,Active,,,Civilization,,Ohio [ 1 ],,,,,,,,,,,,,,,
The Highwaymen,https://walkingdead.fandom.com/wiki/The_Highwaymen,https://static.wikia.nocookie.net/walkingdead/images/4/46/Highwaymen_Ozzy_913.jpg/revision/latest/scale-to-width-down/268?cb=20190312184444,The Whisperers,TV Series,,,Inactive,Alexandria Safe Zone Purification Plant (Formerly),,Road Guards Bandits/Extortionists (Formerly),,,,Ozzy (Formerly),,,,,,,,,,""" Chokepoint "" to "" Stalker """,The Coalition,,None
The Kingdom (TV Series),https://walkingdead.fandom.com/wiki/The_Kingdom_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/5/5a/The_Kingdom_%28TV_Series%29.png/revision/latest/scale-to-width-down/268?cb=20160722204139,,TV Series,,,"Abandoned, partially destroyed and in ruins.",,,Pre-Apocalypse Military Base Post-Apocalypse Settlement,,Virginia,,,,,,,,,,,,""" The Well "" to "" The Storm """,,,
The Living (TV Series),https://walkingdead.fandom.com/wiki/The_Living_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/1e/TonyAndDaveEntersTheBar.png/revision/latest/scale-to-width-down/268?cb=20241111005505,Rick's Group (Formerly),TV Series,,,Unknown,"Gainsville, Georgia",,Gang/Bandits,,,,Nate Miller,,,,,,,,,,""" Nebraska "" to "" Better Angels """,,,None
The Nomads,https://walkingdead.fandom.com/wiki/The_Nomads,https://static.wikia.nocookie.net/walkingdead/images/6/68/Caravan_%28What_We_Become%29.png/revision/latest/scale-to-width-down/268?cb=20200720101915,,,,,Unknown,Transitory,,Survivors,,,,Elle,,,,,,,,,,,,,
The Reapers,https://walkingdead.fandom.com/wiki/The_Reapers,https://static.wikia.nocookie.net/walkingdead/images/e/e2/11x04_Initiation_in_Fire.jpg/revision/latest/scale-to-width-down/267?cb=20210913214818,The Coalition The Wardens,TV Series,,,Inactive,Meridian Unknown camp (Formerly),,Pre-Apocalypse Military Unit/Mercenaries Post Apocalypse Raiders/Hunters/Bandits/Cult,,,,Former: Leah Shaw Brandon Carver (Second-in-Command) Pope,,,,,,,,,,""" Home Sweet Home "" to "" No Other Way """,,,None
The Saviors (TV Universe),https://walkingdead.fandom.com/wiki/The_Saviors_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/6/65/AMC_716_Saviors.png/revision/latest/scale-to-width-down/268?cb=20190821115122,Former: The Militia The Scavengers River People The Savages,,,,Disbanded,Former: The Sanctuary Satellite Outpost Slaughterhouse Outpost (Meet-Up Point) Chemical Plant Outpost Shephard Office Plaza Bullet Factory Outpost Paze Industrial Research (Lookout Station) Savior Compound,,Formerly Raiders Extortionists Cult Community Network,,,,Former: Jed Carol Peletier Daryl Dixon Negan Smith Simon (Temporary),,,,,,,,,,,,,None
The Scavengers (TV Series),https://walkingdead.fandom.com/wiki/The_Scavengers_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/8/83/AMC_710_group.png/revision/latest/scale-to-width-down/268?cb=20170220134724,The Saviors The Militia,,,,Inactive,The Heaps,,Gang/Bandits/Scavengers,,,,Anne (Formerly),,,,The Heapsters Garbage People,,,,,,,,,Civic Republic Military
The Wardens,https://walkingdead.fandom.com/wiki/The_Wardens,https://static.wikia.nocookie.net/walkingdead/images/5/54/11x01_Reunited_Wardens.jpg/revision/latest/scale-to-width-down/267?cb=20210823142606,Commonwealth Army (Formerly) The Reapers (Formerly),TV Series,,,Disbanded,Virginia Hilltop Colony (Formerly) Alexandria Safe Zone (Formerly) Meridian (Formerly),,Survivors,,,,Maggie Rhee,,,,,,,,,,""" A Certain Doom "" to "" Rest in Peace """,The Coalition,,Unknown
The Whisperers (TV Universe),https://walkingdead.fandom.com/wiki/The_Whisperers_(TV_Universe),https://static.wikia.nocookie.net/walkingdead/images/d/dc/The-walking-dead-episode-910-alpha-morton-post-2560x1440-1280x720.jpg/revision/latest/scale-to-width-down/267?cb=20190224113211,Former: The Coalition,,,,Unknown,Multiple herds Former: Hilltop Colony Whisperers' Camp,,Survivors Formerly: Primitivists/Cult,,,,Keith Former: Beta (De-Facto) Alpha Hera,,,,Skins (by other survivors) Skin-jobs (by other survivors),,,,,,,,,None
The Wolves,https://walkingdead.fandom.com/wiki/The_Wolves,https://static.wikia.nocookie.net/walkingdead/images/6/6a/Morgan_surrounded.png/revision/latest/scale-to-width-down/268?cb=20190714203248,Rick's Group,TV Series,,,Inactive,Del Arno Foods,,Scavengers/Hunters/Raiders/ Cult/Bandits,,,,Owen Nick (Second-in-Command),,,,,,,,,,""" Conquer "" to "" Thank You """,,,None
Theo (TV Series),https://walkingdead.fandom.com/wiki/Theo_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/a/af/Season_eleven_theo.png/revision/latest/scale-to-width-down/267?cb=20220314033756,,,Unknown,Latino/African-American,Alive,,,,Early to Mid 30s,,Black,,2,,,,Male,Post-Apocalypse Nurse at the Commonwealth Hospital,,,Nicholas Velez,,,,
Theodore Douglas (TV Series),https://walkingdead.fandom.com/wiki/Theodore_Douglas_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/b/b1/Season_three_theodore_douglas.png/revision/latest/scale-to-width-down/268?cb=20140803201735,,,Unknown,African-American,Dead,,,,Mid 30s,,Black (Bald),,22,,Brown,T-Dog T,Male,Pre-Apocalypse Former College Football Player Church Van Driver Post-Apocalypse Former Supply Runner for the Atlanta Camp,,,IronE Singleton,,,,
Theresa (Kingdom),https://walkingdead.fandom.com/wiki/Theresa_(Kingdom),https://static.wikia.nocookie.net/walkingdead/images/0/01/Season_eleven_theresa.png/revision/latest/scale-to-width-down/268?cb=20221031231419,,,Unknown,Asian-American,Alive,,,,"Late 40s to Early 50s ("" The Well "") Mid to Late 50s ("" Bounty "") Late 50s to Early 60s ("" Rest in Peace "")",,Black,,21,,,,Female,Unknown,,,Terri Joe Kennedy,,,,
Theresa (TV Series),https://walkingdead.fandom.com/wiki/Theresa_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/1c/TheresaFixed.PNG/revision/latest/scale-to-width-down/268?cb=20141030050658,,,Unknown,Caucasian-American,Dead,,,,Early 30s,,Black,,3,,,,Female,Unknown,,,April Billingsley,,,,
Thomas (TV Series),https://walkingdead.fandom.com/wiki/Thomas_(TV_Series),https://static.wikia.nocookie.net/walkingdead/images/1/1f/Season_eleven_thomas.png/revision/latest?cb=20220228024630,,,Unknown,Caucasian-American,Unknown,,,,Early 30s,,Blond,,,,,,Male,Post-Apocalypse Soldier for the Commonwealth Army,,,Marcus Stevens,,,,
